shoulder_hip_angle,hip_knee_angle,shoulder_elbow_wrist_angle,back_curvature,head_alignment,arm_placement,foot_placement
173.52700678933783,175.72548001724707,104.56823684536847,2.1984732279092327,179.36965965890013,0.005072414875030518,0.02733398973941803
171.12605836116094,177.63120172848608,85.48392984580778,6.505143367325132,176.39874733156935,0.04480695724487305,0.03302152454853058
172.76464054137884,157.91925211290896,91.29674570525803,14.845388428469874,173.90734493704127,0.0064070820808410645,0.03912043571472168
169.6375335299426,176.25456818618403,97.38765311234158,6.6170346562414295,176.16608781043354,0.002981424331665039,0.006170123815536499
173.2479133779791,165.1956602782718,75.47238629776886,8.052253099707315,160.07784685304804,0.0050373077392578125,0.019465625286102295
142.30979073189332,166.08788126139783,71.87292943556952,23.77809052950451,149.64665703609168,0.015768200159072876,0.03263765573501587
170.457329412734,178.8379433744758,72.78739072385612,8.380613961741801,154.54103216056686,0.019600406289100647,0.020056307315826416
162.8035153207737,172.17040047172466,88.83788663462538,9.366885150950964,163.44846060628464,0.010983526706695557,0.019444823265075684
156.4118980030804,172.963778513998,106.4890181356553,16.551880510917584,160.2872729257059,0.00473824143409729,0.018202781677246094
176.6711769087949,168.81597402953886,107.15872755119662,7.855202879256041,178.5176587420802,0.030038058757781982,0.011990755796432495
166.45262073983957,179.13139069864582,102.21259185363496,12.678769958806242,176.9029250755387,0.004656970500946045,0.020467475056648254
179.57500024609243,158.3221145326742,94.37559728873777,21.252885713418237,175.9119229649801,0.01097610592842102,0.015895605087280273
152.01897204373057,157.1013055762046,129.94273681629477,5.082333532474024,164.5216106537337,0.001134634017944336,0.023461923003196716
152.9533325967559,175.38015195406618,103.11152457762228,22.42681935731028,176.23945292595002,0.019388675689697266,0.013254359364509583
159.60862127474022,164.13153908703168,87.76322466047172,4.5229178122914675,156.2578419876932,0.003539174795150757,0.013041019439697266
158.85667549700167,160.53358272464587,87.81781107314254,1.6769072276441932,176.09491534299852,0.002300262451171875,0.006188422441482544
153.14663607884614,160.47469520069512,132.09983579483412,7.32805912184898,151.8237641543986,0.013342678546905518,0.046504899859428406
123.60622845453548,157.68875907125837,83.94663758570248,34.08253061672289,167.6318518989096,0.024413704872131348,0.05447971820831299
170.18728108548697,177.1185822502988,58.731996878842956,6.931301164811828,167.76026282447123,0.0333576500415802,0.006837666034698486
170.33539852110712,160.5347587935501,160.21517142480323,9.800639727557012,176.24756232843663,0.05857926607131958,0.06680673360824585
170.48449795659351,168.14450102130846,73.61043037610568,2.3399969352850576,170.2844570863989,0.05088275671005249,0.0535053014755249
164.74379891390717,178.9255417316273,79.85184479060997,14.181742817720135,165.9745674868435,0.01146671175956726,0.030654489994049072
174.63990179419622,169.67231171475746,74.94455684050375,4.967590079438764,164.96454333921272,0.006181299686431885,0.008272886276245117
